0.000000 	 0.579432 	 0.289716 
0.063467 	 0.236166 	 0.149773 
0.126933 	 0.421740 	 0.273996 
0.190400 	 0.287779 	 0.237941 
0.253866 	 0.779234 	 0.513832 
0.317333 	 0.907603 	 0.607169 
0.380799 	 1.022389 	 0.692457 
0.444266 	 1.374987 	 0.895156 
0.507732 	 1.416233 	 0.940447 
0.571199 	 0.730616 	 0.620349 
0.634665 	 1.307349 	 0.929250 
0.698132 	 1.175543 	 0.881493 
0.761598 	 1.221592 	 0.920076 
0.825065 	 1.443555 	 1.043837 
0.888531 	 1.112601 	 0.888181 
0.951998 	 1.581083 	 1.129119 
1.015464 	 1.613392 	 1.148689 
1.078931 	 1.764330 	 1.224153 
1.142397 	 1.688652 	 1.182759 
1.205864 	 1.734556 	 1.198494 
1.269330 	 1.338804 	 0.989639 
1.332797 	 2.222296 	 1.416561 
1.396263 	 2.147359 	 1.360355 
1.459730 	 1.564904 	 1.046425 
1.523196 	 2.422538 	 1.448538 
1.586663 	 2.114701 	 1.263893 
1.650129 	 1.810500 	 1.077040 
1.713596 	 1.887066 	 1.076556 
1.777063 	 1.828109 	 1.004326 
1.840529 	 2.076751 	 1.081953 
1.903996 	 1.934040 	 0.960023 
1.967462 	 2.053281 	 0.965264 
2.030929 	 2.060037 	 0.910548 
2.094395 	 2.875261 	 1.256458 
2.157862 	 2.906852 	 1.207065 
2.221328 	 2.947315 	 1.158755 
2.284795 	 2.553929 	 0.890317 
2.348261 	 3.336113 	 1.206620 
2.411728 	 3.367370 	 1.144590 
2.475194 	 3.271279 	 1.016201 
2.538661 	 3.201524 	 0.898491 
2.602127 	 2.891225 	 0.658226 
2.665594 	 3.041686 	 0.646273 
2.729060 	 3.047292 	 0.560046 
2.792527 	 3.680868 	 0.786191 
2.855993 	 3.505084 	 0.606278 
2.919460 	 3.319251 	 0.420206 
2.982926 	 3.169343 	 0.251210 
3.046393 	 3.177899 	 0.160809 
3.109859 	 3.620729 	 0.287163 
3.173326 	 3.352688 	 0.057953 
3.236792 	 3.684067 	 0.128581 
3.300259 	 3.659484 	 0.021611 
3.363725 	 3.556789 	 -0.123779 
3.427192 	 3.696560 	 -0.147048 
3.490659 	 3.562163 	 -0.306268 
3.554125 	 3.657311 	 -0.349338 
3.617592 	 3.951812 	 -0.291116 
3.681058 	 4.348922 	 -0.179745 
3.744525 	 4.478127 	 -0.200258 
3.807991 	 4.030423 	 -0.506943 
3.871458 	 4.512399 	 -0.346298 
3.934924 	 4.703433 	 -0.328440 
3.998391 	 4.282331 	 -0.613780 
4.061857 	 4.251448 	 -0.700966 
4.125324 	 4.155933 	 -0.817265 
4.188790 	 5.151347 	 -0.384747 
4.252257 	 5.095233 	 -0.474506 
4.315723 	 5.093752 	 -0.533340 
4.379190 	 4.718705 	 -0.775243 
4.442656 	 4.973894 	 -0.698223 
4.506123 	 4.871025 	 -0.796352 
4.569589 	 5.471200 	 -0.539016 
4.633056 	 5.173802 	 -0.726482 
4.696522 	 5.689383 	 -0.503444 
4.759989 	 5.173831 	 -0.791946 
4.823455 	 5.067295 	 -0.871919 
4.886922 	 5.715505 	 -0.570516 
4.950388 	 5.520354 	 -0.686829 
5.013855 	 5.625823 	 -0.648918 
5.077321 	 5.444936 	 -0.750341 
5.140788 	 5.245455 	 -0.857298 
5.204254 	 5.566095 	 -0.700533 
5.267721 	 6.105142 	 -0.431015 
5.331188 	 5.478344 	 -0.740998 
5.394654 	 6.296302 	 -0.325322 
5.458121 	 5.661173 	 -0.633065 
5.521587 	 6.023846 	 -0.438950 
5.585054 	 6.530514 	 -0.170057 
5.648520 	 5.836726 	 -0.498805 
5.711987 	 5.868870 	 -0.462199 
5.775453 	 5.813854 	 -0.466996 
5.838920 	 5.879626 	 -0.409442 
5.902386 	 6.516199 	 -0.064756 
5.965853 	 6.124489 	 -0.232716 
6.029319 	 6.038651 	 -0.246482 
6.092786 	 6.264540 	 -0.103374 
6.156252 	 6.728298 	 0.159430 
6.219719 	 6.882358 	 0.267896 
6.283185 	 6.590177 	 0.153496 
